degree,specialization,cgpa,academic_performance,Python,Java,C_CPP,SQL,HTML_CSS,JavaScript,Excel,Power_BI,Statistics,Machine_Learning,Deep_Learning,Cloud_Computing,Networking,Cybersecurity,Git_GitHub,Communication,Problem_Solving,Teamwork,Leadership,Analytical_Thinking,interests,career_label
B.Sc Information Technology,Information Technology,8.52,Distinction,4,0,0,4,0,0,4,5,4,1,0,3,1,1,2,4,4,4,2,5,Data Analysis; Database Management; Cybersecurity,Data Analyst
B.Sc Information Technology,Software Engineering,7.01,First Class,2,0,1,3,5,4,0,1,1,1,0,2,1,3,4,3,4,4,1,3,Web Development; Software Development,Web Developer
B.Sc Information Technology,Software Engineering,6.81,Second Class,3,2,3,3,1,2,1,1,2,1,0,3,5,5,3,3,5,3,3,4,Cybersecurity; Cloud Computing,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,6.64,Second Class,0,2,1,5,1,2,2,3,2,1,0,3,3,3,3,3,4,3,3,3,Database Management; Web Development,Database Administrator
B.Sc Computer Science,Software Engineering,7.44,First Class,3,2,1,3,1,1,0,0,1,2,0,5,5,4,4,2,4,4,3,4,Cloud Computing; Web Development,Cloud Engineer
B.Sc Information Technology,Cloud & Security,7.65,First Class,2,1,2,4,5,5,1,1,0,1,0,2,3,2,5,3,4,4,2,3,Web Development; Software Development; Cybersecurity; Cloud Computing,Web Developer
B.Sc Information Technology,Cloud & Security,8.4,First Class,5,3,1,4,0,2,3,1,5,5,3,2,0,1,4,4,5,4,3,4,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
B.Sc Information Technology,Data Science,5.7,Pass,2,2,1,4,1,0,2,2,2,1,0,1,2,2,3,3,4,3,3,4,Database Management; Data Analysis; Machine Learning,Database Administrator
B.Sc Information Technology,Web Technologies,7.04,First Class,2,2,2,3,1,2,0,1,2,1,0,4,5,5,3,3,5,3,3,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
B.Sc Information Technology,Data Science,7.8,First Class,4,3,3,2,3,4,1,1,1,1,0,3,1,0,4,4,5,4,4,4,Software Development; Machine Learning; Data Science,Software Developer
B.Sc Information Technology,Data Science,7.6,First Class,2,2,4,3,2,3,0,1,2,1,0,3,5,5,3,3,5,3,4,4,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
B.Sc Computer Science,Cloud & Security,8.11,First Class,5,0,2,2,1,1,3,2,5,5,4,3,0,1,5,4,5,3,3,4,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
B.Sc Computer Science,Data Science,5.5,Pass,3,2,2,3,5,5,1,1,1,0,1,1,3,2,4,2,5,3,2,3,Web Development; Software Development; Database Management,Web Developer
B.Sc Information Technology,Cloud & Security,7.65,First Class,3,3,3,3,1,2,0,0,1,1,0,2,4,5,3,3,4,2,3,5,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,8.1,First Class,5,2,3,4,0,2,2,2,3,4,5,4,2,2,4,3,4,4,3,4,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Computer Science,Web Technologies,8.08,First Class,3,3,4,2,2,3,1,0,3,1,1,2,1,1,2,3,4,4,3,4,Software Development,Software Developer
B.Sc Information Technology,Software Engineering,9.14,Distinction,3,3,3,2,2,3,1,0,3,1,1,2,1,2,4,2,4,3,3,4,Software Development; Web Development,Software Developer
B.Sc Information Technology,Information Technology,8.08,First Class,2,2,0,5,1,1,3,0,3,2,0,4,2,3,2,3,4,3,3,4,Database Management; Machine Learning,Database Administrator
B.Sc Information Technology,Software Engineering,7.25,First Class,4,4,4,3,1,3,0,0,2,1,0,2,2,2,4,3,5,4,3,4,Software Development; Data Science,Software Developer
B.Sc Information Technology,Data Science,7.3,First Class,1,2,0,5,0,0,3,2,1,0,0,4,3,3,3,2,4,2,3,4,Database Management; Artificial Intelligence,Database Administrator
BCA,Software Engineering,7.3,First Class,4,1,2,3,0,2,3,3,5,4,2,3,0,1,5,5,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Software Development,Data Scientist
B.Sc Information Technology,Software Engineering,7.38,First Class,3,2,1,2,1,2,1,1,0,1,0,5,3,2,4,2,4,4,3,4,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Software Engineering,8.72,Distinction,3,1,1,5,1,1,3,2,2,0,1,3,3,3,3,2,4,3,3,5,Database Management,Database Administrator
B.Sc Information Technology,Information Technology,6.61,Second Class,5,3,4,4,1,1,3,2,4,5,3,3,0,3,4,3,5,4,2,4,Machine Learning; Artificial Intelligence; Data Science; Database Management; Cybersecurity,Machine Learning Engineer
B.Sc Computer Science,Information Technology,7.43,First Class,3,2,4,3,2,2,0,2,3,0,0,3,5,4,3,2,5,3,3,5,Cybersecurity; Cloud Computing; Software Development; Data Science,Cybersecurity Analyst
B.Sc Information Technology,Information Technology,7.92,First Class,1,2,1,2,0,2,1,1,0,0,0,5,4,3,5,4,4,4,3,4,Cloud Computing; Software Development; Artificial Intelligence,Cloud Engineer
B.Sc Information Technology,Cloud & Security,7.23,First Class,4,1,3,3,2,2,0,2,2,1,0,2,4,4,2,2,5,3,3,4,Cybersecurity; Cloud Computing; Software Development; Data Analysis,Cybersecurity Analyst
B.Sc Information Technology,Data Science,8.24,First Class,2,0,1,4,1,1,3,2,1,1,1,4,1,3,3,4,4,3,2,4,Database Management; Cybersecurity,Database Administrator
B.Sc Information Technology,Data Science,6.54,Second Class,5,5,5,3,2,4,2,1,1,1,0,0,3,3,3,3,5,4,3,4,Software Development; Data Analysis; Cybersecurity,Software Developer
B.Sc Information Technology,Web Technologies,7.36,First Class,3,2,1,0,1,2,2,1,0,1,0,5,2,2,4,3,4,4,3,4,Cloud Computing; Data Analysis,Cloud Engineer
B.Sc Information Technology,Information Technology,7.93,First Class,4,4,3,2,2,3,1,0,1,1,0,2,2,2,4,3,4,4,3,3,Software Development; Artificial Intelligence; Web Development,Software Developer
B.Sc Information Technology,Cloud & Security,7.08,First Class,2,1,0,2,2,0,4,2,2,3,0,2,0,1,2,4,4,4,2,5,Data Analysis; Database Management; Web Development,Data Analyst
BCA,Data Science,7.82,First Class,4,3,2,4,1,3,2,3,5,5,5,4,1,2,3,3,5,5,2,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,7.13,First Class,3,3,5,1,2,3,1,1,2,1,1,2,3,2,3,3,5,3,3,3,Software Development; Cloud Computing,Software Developer
B.Sc Information Technology,Data Science,9.38,Distinction,5,2,3,4,0,2,0,1,4,5,5,4,1,1,4,3,4,4,3,4,Machine Learning; Artificial Intelligence; Data Science; Software Development,Machine Learning Engineer
B.Sc Computer Science,Information Technology,6.81,Second Class,4,1,0,4,1,1,5,2,5,2,0,2,1,2,3,4,4,3,3,5,Data Analysis; Database Management; Cybersecurity,Data Analyst
B.Sc Information Technology,Information Technology,6.1,Second Class,3,0,0,4,0,1,4,4,5,2,0,2,1,1,1,5,4,2,1,4,Data Analysis; Database Management; Web Development; Machine Learning,Data Analyst
B.Sc Information Technology,Information Technology,8.13,First Class,5,3,1,5,0,0,3,3,5,5,3,2,1,0,4,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Data Science,6.5,Second Class,4,2,3,3,1,2,1,1,1,0,0,2,5,5,3,3,5,2,3,5,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
B.Sc Information Technology,Information Technology,5.93,Pass,5,3,5,3,2,1,2,0,2,1,0,2,2,2,4,3,5,4,3,4,Software Development; Artificial Intelligence; Cybersecurity,Software Developer
B.Sc Computer Science,Web Technologies,6.52,Second Class,3,2,2,1,0,2,1,1,1,0,0,5,4,4,4,3,4,4,4,5,Cloud Computing; Artificial Intelligence,Cloud Engineer
BCA,Cloud & Security,6.63,Second Class,4,5,4,3,2,3,2,0,2,1,0,2,2,1,2,2,5,4,3,4,Software Development; Data Analysis; Web Development,Software Developer
BCA,Web Technologies,7.77,First Class,4,0,0,3,4,5,1,0,1,1,0,2,1,3,4,4,4,4,2,3,Web Development; Software Development; Cloud Computing,Web Developer
B.Sc Information Technology,Web Technologies,7.02,First Class,4,1,1,4,2,2,1,1,1,1,0,3,5,4,3,4,5,3,2,5,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
B.Sc Computer Science,Software Engineering,6.27,Second Class,3,2,0,4,4,5,2,1,2,1,0,1,2,0,4,3,5,4,2,4,Web Development; Software Development,Web Developer
B.Sc Information Technology,Software Engineering,7.88,First Class,3,1,0,2,2,0,2,3,2,2,0,2,1,1,2,5,5,2,2,5,Data Analysis; Database Management; Machine Learning; Web Development,Data Analyst
B.Sc Information Technology,Data Science,7.34,First Class,2,2,1,5,1,0,3,1,2,0,0,4,3,3,3,2,4,3,4,4,Database Management; Cybersecurity,Database Administrator
B.Sc Information Technology,Data Science,7.14,First Class,3,2,1,2,1,2,1,0,1,1,0,5,5,1,3,3,4,4,4,4,Cloud Computing; Artificial Intelligence; Software Development,Cloud Engineer
B.Sc Computer Science,Cloud & Security,6.9,Second Class,4,3,1,2,1,2,2,1,0,1,0,5,2,3,3,4,3,5,2,3,Cloud Computing,Cloud Engineer
BCA,Software Engineering,8.18,First Class,2,0,0,4,1,1,3,4,4,2,0,2,1,0,3,3,5,3,1,5,Data Analysis; Database Management; Web Development; Artificial Intelligence,Data Analyst
B.Sc Information Technology,Data Science,9.03,Distinction,2,0,0,5,1,0,3,2,5,1,0,1,1,1,2,4,3,2,3,5,Data Analysis; Database Management; Cybersecurity,Data Analyst
B.Sc Information Technology,Web Technologies,6.82,Second Class,2,3,1,2,1,0,0,1,0,2,0,5,4,4,5,3,4,3,2,3,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Data Science,7.79,First Class,2,1,2,3,5,5,1,1,0,1,1,2,1,3,4,2,5,4,1,3,Web Development; Software Development; Artificial Intelligence,Web Developer
B.Sc Information Technology,Software Engineering,7.08,First Class,3,0,1,3,1,1,3,4,4,1,1,2,0,1,2,4,4,4,3,5,Data Analysis; Database Management; Machine Learning,Data Analyst
B.Sc Information Technology,Information Technology,8.47,First Class,2,2,0,5,1,0,3,2,1,1,1,3,3,2,4,3,3,3,2,4,Database Management,Database Administrator
B.Sc Information Technology,Web Technologies,6.42,Second Class,5,2,1,4,0,1,3,2,5,5,4,5,3,0,5,3,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
B.Sc Computer Science,Software Engineering,7.19,First Class,5,2,0,4,2,1,2,3,4,5,4,3,0,2,4,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
B.Sc Information Technology,Information Technology,7.82,First Class,5,2,1,4,1,0,1,3,5,4,3,4,2,1,4,4,5,4,3,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Data Science,8.44,First Class,2,1,1,3,4,5,1,2,1,1,1,3,2,3,4,3,4,4,2,3,Web Development; Software Development; Database Management,Web Developer
B.Sc Information Technology,Web Technologies,6.89,Second Class,2,2,0,1,5,5,1,1,2,0,0,3,2,2,3,2,3,4,1,3,Web Development; Software Development; Database Management,Web Developer
B.Sc Information Technology,Software Engineering,6.99,Second Class,5,3,1,4,1,2,3,2,4,4,5,4,2,2,4,3,4,4,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Data Science,7.5,First Class,4,4,4,3,0,3,0,1,2,1,1,0,2,0,2,3,4,4,3,3,Software Development,Software Developer
B.Sc Information Technology,Information Technology,7.93,First Class,5,3,3,4,1,1,2,2,2,5,4,3,1,2,3,3,5,5,4,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis; Database Management,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,6.34,Second Class,1,1,0,4,1,1,3,2,4,2,0,0,1,1,2,4,5,3,2,5,Data Analysis; Database Management; Software Development; Web Development,Data Analyst
B.Sc Information Technology,Web Technologies,7.1,First Class,3,1,0,3,0,2,4,4,4,2,0,1,1,1,2,5,4,4,2,5,Data Analysis; Database Management; Cybersecurity,Data Analyst
B.Sc Computer Science,Cloud & Security,7.79,First Class,3,2,4,4,1,1,0,1,2,0,0,2,2,2,4,3,5,3,3,4,Software Development,Software Developer
B.Sc Information Technology,Cloud & Security,8.21,First Class,5,3,1,3,0,0,3,3,5,5,4,3,2,0,4,4,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Data Science,9.37,Distinction,3,2,0,3,5,4,0,2,1,1,0,2,1,2,4,3,4,3,3,3,Web Development; Software Development; Machine Learning,Web Developer
B.Sc Information Technology,Web Technologies,7.17,First Class,2,1,1,2,1,2,1,0,1,0,0,5,5,1,4,3,4,4,2,4,Cloud Computing; Artificial Intelligence; Data Science,Cloud Engineer
B.Sc Information Technology,Data Science,7.02,First Class,3,3,0,5,1,1,3,2,2,0,0,3,3,3,2,3,4,3,3,4,Database Management,Database Administrator
B.Sc Information Technology,Web Technologies,7.36,First Class,2,3,3,3,1,0,1,1,0,0,0,2,5,5,3,2,5,3,3,4,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
B.Sc Information Technology,Cloud & Security,8.42,First Class,4,1,1,3,3,5,1,0,0,1,0,2,2,3,3,3,3,4,2,4,Web Development; Software Development; Artificial Intelligence,Web Developer
B.Sc Computer Science,Software Engineering,8.09,First Class,5,3,0,4,2,0,1,3,5,4,5,3,1,1,4,3,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity; Cloud Computing,Data Scientist
BCA,Web Technologies,7.78,First Class,3,1,0,5,1,2,5,4,3,1,1,1,2,1,2,5,4,3,2,5,Data Analysis; Database Management; Data Science; Cloud Computing,Data Analyst
B.Sc Information Technology,Data Science,8.74,Distinction,4,0,0,2,5,5,1,0,1,2,1,3,2,3,3,2,3,4,3,2,Web Development; Software Development; Data Science,Web Developer
B.Sc Information Technology,Cloud & Security,6.49,Second Class,2,2,2,5,1,0,3,2,2,0,1,3,4,3,2,3,5,3,3,5,Database Management; Web Development,Database Administrator
B.Sc Information Technology,Data Science,6.55,Second Class,1,2,0,2,1,1,1,0,1,0,0,3,4,3,2,3,4,3,3,4,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Cloud & Security,7.83,First Class,5,3,4,4,2,2,2,2,3,5,5,4,2,2,4,2,5,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Software Development,Machine Learning Engineer
BCA,Data Science,7.81,First Class,3,1,0,4,0,1,4,4,4,2,0,2,0,1,3,4,4,2,2,5,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Software Engineering,5.84,Pass,1,2,1,4,1,0,3,2,1,0,0,3,2,2,3,3,3,3,3,3,Database Management; Cloud Computing,Database Administrator
B.Sc Information Technology,Data Science,7.48,First Class,2,2,3,3,2,2,1,1,3,2,0,4,5,5,2,4,5,3,4,5,Cybersecurity; Cloud Computing; Artificial Intelligence,Cybersecurity Analyst
B.Sc Information Technology,Cloud & Security,5.53,Pass,2,2,0,5,1,1,3,1,1,0,0,3,2,3,3,3,4,3,2,4,Database Management; Cybersecurity,Database Administrator
B.Sc Information Technology,Data Science,7.12,First Class,3,0,1,2,1,2,0,2,0,1,0,4,5,3,4,3,4,3,3,4,Cloud Computing; Artificial Intelligence; Machine Learning,Cloud Engineer
B.Sc Information Technology,Data Science,8.54,Distinction,3,1,1,2,1,1,1,1,0,2,0,5,5,3,4,3,4,3,3,4,Cloud Computing; Machine Learning,Cloud Engineer
B.Sc Information Technology,Cloud & Security,7.65,First Class,3,2,3,4,2,2,1,1,2,2,0,3,5,4,3,4,5,3,2,4,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,6.47,Second Class,3,2,3,3,3,1,1,1,2,1,0,3,4,4,2,3,4,3,3,5,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
B.Sc Information Technology,Data Science,7.9,First Class,2,1,3,3,2,0,1,0,2,1,0,4,4,5,2,3,5,3,4,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
B.Sc Information Technology,Software Engineering,9.81,Distinction,5,2,0,4,1,0,1,3,5,4,4,3,0,0,4,3,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Cloud & Security,6.61,Second Class,4,1,3,3,0,1,1,2,2,1,0,2,5,5,3,3,5,3,2,5,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
B.Sc Information Technology,Software Engineering,7.63,First Class,5,4,2,4,1,3,2,1,2,4,5,4,2,2,4,2,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,9.56,Distinction,4,2,3,5,0,1,2,2,4,5,3,4,2,2,5,2,5,4,2,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity; Cloud Computing,Machine Learning Engineer
B.Sc Computer Science,Data Science,7.81,First Class,0,2,1,5,0,1,3,0,3,0,1,3,3,3,4,4,5,3,4,4,Database Management,Database Administrator
B.Sc Information Technology,Data Science,8.24,First Class,3,1,0,2,1,1,4,5,3,2,0,1,1,1,2,5,4,3,2,5,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Cloud & Security,7.1,First Class,2,1,1,5,2,1,1,2,2,2,0,3,2,3,3,3,4,3,2,4,Database Management; Software Development; Cloud Computing,Database Administrator
B.Sc Information Technology,Information Technology,7.96,First Class,3,1,1,5,1,1,3,2,0,2,0,4,3,2,1,4,4,3,3,4,Database Management; Software Development,Database Administrator
B.Sc Information Technology,Software Engineering,8.38,First Class,5,3,4,3,1,2,1,2,2,1,0,2,3,2,3,2,5,5,3,3,Software Development; Cloud Computing,Software Developer
B.Sc Information Technology,Web Technologies,7.7,First Class,3,2,4,3,2,3,2,1,2,0,0,2,2,2,4,3,5,4,4,4,Software Development,Software Developer
B.Sc Information Technology,Software Engineering,7.65,First Class,2,2,2,5,2,0,3,2,3,0,0,3,2,3,4,4,4,2,3,4,Database Management; Software Development,Database Administrator
B.Sc Information Technology,Information Technology,6.62,Second Class,2,0,0,2,1,2,1,0,1,1,1,4,4,4,4,3,4,4,3,3,Cloud Computing; Data Science,Cloud Engineer
B.Sc Information Technology,Data Science,6.74,Second Class,3,1,0,4,1,2,4,4,3,2,0,3,1,1,2,5,4,3,3,4,Data Analysis; Database Management; Machine Learning; Data Science,Data Analyst
B.Sc Information Technology,Cloud & Security,7.06,First Class,5,3,3,4,0,2,2,1,4,5,5,2,2,1,4,3,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,6.66,Second Class,3,2,0,0,2,2,2,1,0,1,0,5,4,3,4,3,3,4,4,4,Cloud Computing; Web Development,Cloud Engineer
B.Sc Computer Science,Information Technology,8.52,Distinction,2,1,0,4,1,1,3,4,4,2,0,2,2,0,1,3,4,3,2,5,Data Analysis; Database Management; Web Development,Data Analyst
B.Sc Information Technology,Web Technologies,8.98,Distinction,2,2,1,2,1,2,1,2,1,1,0,5,5,3,4,3,4,5,3,4,Cloud Computing; Data Science,Cloud Engineer
B.Sc Computer Science,Web Technologies,8.07,First Class,1,1,1,4,0,0,1,1,2,0,1,2,3,4,4,3,4,3,4,3,Database Management; Cloud Computing,Database Administrator
B.Sc Information Technology,Information Technology,7.4,First Class,2,2,4,2,0,2,0,1,2,2,0,1,3,4,3,3,5,3,3,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
B.Sc Information Technology,Data Science,7.92,First Class,4,4,4,3,2,4,1,1,1,0,0,3,2,1,3,3,5,4,3,3,Software Development; Data Analysis,Software Developer
B.Sc Information Technology,Web Technologies,7.69,First Class,4,1,2,4,0,2,2,1,4,5,5,4,2,2,4,3,5,4,4,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
B.Sc Information Technology,Information Technology,5.79,Pass,2,2,3,4,1,2,1,1,2,1,0,2,5,3,3,3,5,3,3,5,Cybersecurity; Cloud Computing; Web Development,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,7.45,First Class,2,2,1,3,0,2,1,1,2,1,0,5,4,3,4,3,3,5,4,4,Cloud Computing; Database Management,Cloud Engineer
B.Sc Information Technology,Cloud & Security,6.75,Second Class,3,2,1,2,2,2,1,1,2,1,0,3,5,5,3,3,4,3,3,4,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,6.62,Second Class,1,2,1,5,1,1,4,2,1,1,0,4,3,3,3,3,4,2,3,3,Database Management; Artificial Intelligence,Database Administrator
B.Sc Information Technology,Data Science,7.87,First Class,4,2,3,5,1,3,2,1,4,5,5,3,1,1,4,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,7.53,First Class,3,2,1,4,1,1,3,3,5,5,4,3,2,0,3,4,5,2,4,5,Data Science; Artificial Intelligence; Machine Learning; Web Development; Database Management,Data Scientist
B.Sc Information Technology,Information Technology,5.6,Pass,2,2,2,5,2,1,2,1,2,0,0,2,3,3,3,2,4,3,2,4,Database Management; Machine Learning,Database Administrator
B.Sc Computer Science,Software Engineering,7.07,First Class,3,2,4,4,2,2,1,1,2,1,0,3,3,5,4,2,5,2,4,5,Cybersecurity; Cloud Computing; Software Development; Data Analysis,Cybersecurity Analyst
B.Sc Information Technology,Software Engineering,7.2,First Class,5,2,2,4,1,2,2,2,2,4,5,3,1,1,4,4,5,5,2,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity,Machine Learning Engineer
